Database Of Medicine Prices,,,,,,,,,,,,,,,,,,,,,,
Applicants MCC Licence No ,Applicant Name,Product MCC Registration No ,Nappi Code,ATC 4,Schedule,Product Proprietary Name,Active Ingredients,Strength,Unit,Dosage Form,Pack Size,Quantity,Manufacturer Price,Logistics Fee,VAT,SEP,Unit Price,Effective Date,Status,,Originator or Generic,12 Months Volume of Sales
666,Pharmacare Ltd t/a Aspen,T/10.2/0084,775452017,R03CC,S2,Venteze,Salbutamol,2,mg/5ml,SYR,500,,37,7,6,50,0,2009/10/06,,,,
666,Pharmacare Ltd t/a Aspen,M/10.2/0014,775398004,R03CC,S2,Venteze,Salbutamol,2,mg,TAB,100,,23,4,4,31,0,2009/04/06,,,,
666,Pharmacare Ltd t/a Aspen,M/10.2/0015,775401005,R03CC,S2,Venteze,Salbutamol,4,mg,TAB,100,,35,6,6,47,0,2008/12/17,,,,
666,Pharmacare Ltd t/a Aspen,M/10.2/0014,775398012,R03CC,S2,Venteze,Salbutamol,2,mg,TAB,500,,115,20,19,154,0,2009/04/06,,,,
666,Pharmacare Ltd t/a Aspen,M/10.2/0015,775401013,R03BB,S2,Venteze,Salbutamol,4,mg,TAB,500,,176,31,29,236,0,2008/12/17,,,,
666,Pharmacare Ltd t/a Aspen,R/10.2.1/0292,775363006,R03AC,S2,Venteze Complete,Salbutamol,100,mcg/dose,SPO,100,,16,3,3,21,0,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,,711213001,R03AC,S2,Venteze CFC Free,Salbutamol,100,mcg/dose,SPO,100,,14,2,2,19,0,2009/01/15,,,,
666,Pharmacare Ltd t/a Aspen,U/10.2.1/0187,835994007,R03AC,S3,Venteze Solution,Salbutamol,5,mg/ml,SOL,20,,19,3,3,25,1,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,,824518004,R01AD,S3,Ventnaze Aqueous 200d,Beclometasone,100,mcg/dose,SPO,100,,94,17,16,126,1,2009/10/06,,,,
666,Pharmacare Ltd t/a Aspen,H/10.2.2/0118,775347019,R03AC,S4,Ventolin 1ml,Salbutamol,500,mcg/ml,INJ,5,,144,25,24,194,39,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,31/10.2.1/0120,857289004,R03AC,S2,Ventolin Accuhaler,Salbutamol,200,mcg/blister,INH,1,,81,14,13,108,108,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,B0917 (Act 101),805963014,N01BA,S2,Vidol,Benzocaine,2,mg,POW,10,,12,2,2,17,2,2009/04/06,,,,
,,,,,,,Mepyramine,5,mg,,,,,,,,,,,,,
,,,,,,,Paracetamol,50,mg,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,B0917 (Act 101),805963022,N01BA,S2,Vidol,Benzocaine,2,mg,POW,20,,25,4,4,33,2,2009/04/06,,,,
,,,,,,,Mepyramine,5,mg,,,,,,,,,,,,,
,,,,,,,Paracetamol,50,mg,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,B0917 (Act 101),805963030,N01BA,S2,Vidol,Benzocaine,2,mg,POW,30,,37,7,6,50,2,2009/04/06,,,,
,,,,,,,Mepyramine,5,mg,,,,,,,,,,,,,
,,,,,,,Paracetamol,50,mg,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,G1781 (Act 101),776297007,D07BA,S4,Viocort,Chlorobutanol,50,mg/5g,CRE,20,,4,1,1,5,0,2009/05/01,,,,
,,,,,,,Diiodohydroxyquinoline,150,mg/5g,,,,,,,,,,,,,
,,,,,,,Hydrocortisone,13,mg/5g,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,G1781 (Act 101),776297015,D07BA,S4,Viocort,Chlorobutanol,50,mg/5g,CRE,500,,99,16,16,131,0,2009/05/01,,,,
,,,,,,,Diiodohydroxyquinoline,150,mg/5g,,,,,,,,,,,,,
,,,,,,,Hydrocortisone,13,mg/5g,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,G1782 (Act 101),776300008,D08AH,S1,Viodor,Benzocaine,50,mg/5g,CRE,20,,3,1,1,4,0,2009/10/06,,,,
,,,,,,,Chlorobutanol,50,mg/5g,,,,,,,,,,,,,
,,,,,,,Diiodohydroxyquinoline,150,mg/5g,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,G1782 (Act 101),776300016,D08AH,S1,Viodor,Benzocaine,50,mg/5g,CRE,500,,76,13,13,103,0,2009/10/06,,,,
,,,,,,,Chlorobutanol,50,mg/5g,,,,,,,,,,,,,
,,,,,,,Diiodohydroxyquinoline,150,mg/5g,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,,776327003,A09AA,S1,Viokase,"Multienzymes (lipase, protease etc.)",61000,nf,TAB,100,,178,27,29,234,2,,,,,
666,Pharmacare Ltd t/a Aspen,A40/20.2.8/0681,708253001,J05AF,S4,Viread,Tenofovir disoproxil,300,mg,CAP,30,,179,32,30,240,8,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,H2635 (Act 101),776556053,B03BA,S1,Vit B12 10ml,Cyanocobalamin,1000,ug/ml,vial,10,,90,16,15,121,12,2009/03/23,,,,
666,Pharmacare Ltd t/a Aspen,H2413 (Act 101),776548018,B03BA,S1,Vit B12 1ml,Cyanocobalamin,1000,ug/ml,amp,10,,38,7,6,51,5,2009/03/23,,,,
666,Pharmacare Ltd t/a Aspen,H2975 (Act 101),776645064,A11EA,S1,Vitamin B CO 10ml,Dexpanthenol,5,mg,INJ,10,,80,14,13,107,11,2009/02/02,,,,
,,,,,,,Nicotinamide,100,mg,,,,,,,,,,,,,
,,,,,,,Pyridoxine (vit B6),5,mg,,,,,,,,,,,,,
,,,,,,,Riboflavin (vit B2),2,mg,,,,,,,,,,,,,
,,,,,,,Thiamine (vit B1),10,mg,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,H/8.2/0742,778362019,B01AA,S4,Warfarin Sodium,Warfarin,5,mg,TAB,100,,84,13,13,110,1,,,,,
666,Pharmacare Ltd t/a Aspen,28/13.4.1/0728,868302007,D07AD,S4,Xenovate,Clobetasol,3,mg/5g,CRE,25,,37,6,6,49,2,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,28/13.4.1/0611,868299006,D07AD,S4,Xenovate,Clobetasol,3,mg/5g,OIN,25,,37,6,6,49,2,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,V/3.1/0250,797030018,M01AC,S3,Xycam,Piroxicam,20,mg,CAP,30,,16,3,3,21,1,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,V/3.1/0250,797030026,M01AC,S3,Xycam,Piroxicam,20,mg,CAP,500,,265,47,44,355,1,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,V/3.1/0227,797049002,M01AC,S3,Xycam,Piroxicam,20,mg,TAB,30,,20,3,3,26,1,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,29/7.1/0416,839779003,C09AA,S3,Zapto,Captopril,25,mg,TAB,60,,15,3,3,21,0,2009/06/08,,,,
666,Pharmacare Ltd t/a Aspen,29/7.1/0396,839787006,C09AA,S3,Zapto,Captopril,50,mg,TAB,60,,30,5,5,40,1,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,28/7.1.3/0603,839795009,C09BA,S3,Zapto CO ,Captopril,50,mg,TAB,28,,55,10,9,73,3,2009/02/02,,,,
,,,,,,,Hydrochlorothiazide,25,mg,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,L/20.1.1/0098,779245008,J01DC,S4,Zinacef,Cefuroxime,2,g/vial,INJ,1,,69,12,11,92,92,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,L/20.1.1/0096,779229003,J01DC,S4,Zinacef,Cefuroxime,250,mg/vial,INJ,250,,27,5,4,36,0,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,L/20.1.1/0096,779237006,J01DC,S4,Zinacef,Cefuroxime,750,mg/vial,INJ,750,,38,7,6,51,0,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,Y/20.2.6/0320,793035007,J01XD,S4,Zobacide,Metronidazole,400,mg,TAB,100,,23,4,4,31,0,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,36/2.2/0328,703986001,N05CF,S5,Zolnoxs,Zolpidem,10,mg,TAB,30,,55,10,9,74,2,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,L/18.1/0396,702803014,,S3,Amiloretic 50mg/5mg,Amiloride HCl,5,mg,TAB,100,,16,3,3,22,0,2009/02/02,,,,
,,,,,,,hydrochlorothiazide,50,mg,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,L/18.1/0396,702803022,,S3,Amiloretic 50mg/5mg,Amiloride HCl,5,mg,TAB,1000,,164,29,27,220,0,2009/02/02,,,,
,,,,,,,hydrochlorothiazide,50,mg,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,36/8/0283,703629002,C04AD,S2,Aspen Pentoxifylline SR,Pentoxifylline ,400,mg,TAB,100,,504,89,83,677,7,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,37/20.1.2/0674,709163001,J01CR,S4,Augmaxcil ,Amoxicillin,,,INJ,1,,21,4,4,29,29,2009/02/02,,,,
,,,,,,,Clavulanic Acid,,,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,L/26/0413,706108019,L04AX,S4,Azapress,Azathioprine,50,mg,TAB,100,,478,84,79,642,6,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,P/5.7.2/0053,714836006,A03FA,S4,Clopamon,Metoclopramide,10,mg,INJ,10,,42,7,7,56,6,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,Z/5.8/0373,827177003,,S2,Cofendyl,Paracetamol,250,mg/5ml,SYR,100,,17,3,3,23,0,2009/10/06,,,,
,,,,,,,Codeine Phosphate,10,mg/5ml,,,,,,,,,,,,,
,,,,,,,Pseudoephedrine,30,mg/5ml,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,32/11.4.2/0211,782173012,,S2,Co-Gel,Dicyclomine HCI ,5,mg/10ml,SUS,200,,13,2,2,17,0,2009/04/06,,,,
,,,,,,,Aluminium oxide,190,mg/10ml,,,,,,,,,,,,,
,,,,,,,Magnesium Oxide,200,mg/10ml,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,E0975 (Act 1010,721026001,,S5,Donnatal Elixir,Atropine sulphate,,mg/5ml,SYR,100,,32,6,5,43,0,2009/02/02,,,,
,,,,,,,hyoscine HBr,0,mg/5ml,,,,,,,,,,,,,
,,,,,,,hyoscine sulphate,0,mg/5ml,,,,,,,,,,,,,
,,,,,,,phenobarbital,15,mg/5ml,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,R/5.8/0228,723258007,,S2,Endcol Cold& Flu Caps,Ascorbic acid,75,mg,CAP,24,,16,3,3,21,1,2009/02/02,,,,
,,,,,,,caffeine,30,mg,,,,,,,,,,,,,
,,,,,,,chlorpheniramine maleate,2,mg,,,,,,,,,,,,,
,,,,,,,paracetamol,300,mg,,,,,,,,,,,,,
,,,,,,,phenylephrine HCl,5,mg,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,B1204 (Act 101),863335004,,S2,Entress Druppels 20ml DM,Opium tincture,,,SUS,20,,7,1,1,9,0,2009/02/02,,,,
,,,,,,,valerian,,,,,,,,,,,,,,,
,,,,,,,compound lavender,,,,,,,,,,,,,,,
,,,,,,,asafoetida,,,,,,,,,,,,,,,
,,,,,,,ethanol,,,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,B1340 (Act 101),723894019,,S5,Equanil,Meprobamate,400,mg,TAB,100,,77,14,13,103,1,,,,,
666,Pharmacare Ltd t/a Aspen,F/10.1/0162,726923001,,S2,Flutex Cough Linctus,Ammonium chloride,100,mg/5ml,Syrup,100,,17,3,3,23,0,2009/02/02,,,,
,,,,,,,codeine phosphate,8,mg/5ml,,,,,,,,,,,,,
,,,,,,,diphenhydramine HCl,12,mg/5ml,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,33/20.2.2/0073,839620004,,S1,Gyno-Trimaze Vaginal,Clotrimazole,10,mg/g,Cream,50,,6,1,1,8,0,,,,,
666,Pharmacare Ltd t/a Aspen,E/5.7.1/0125,731226003,,S2,Histodor ,Caffeine,30,mg,TAB,1000,,132,23,22,177,0,2009/02/02,,,,
,,,,,,,mepyramine maleate,25,mg,,,,,,,,,,,,,
,,,,,,,promethazine HCl,5,mg,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,G1756 (Act 101),731269004,,S2,Histodor ,Diphenhydramine HCl,50,mg/5g,Cream,20,,7,1,1,9,0,2009/02/02,,,,
,,,,,,,mepyramine maleate,50,mg/5g,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,G1222 (Act 101),783145004,,S2,Histodor ,Ammonium chloride ,50,mg/5ml,Syrup,100,,6,1,1,8,0,2009/02/02,,,,
,,,,,,,diphenhydramine HCl,12,mg/5ml,,,,,,,,,,,,,
,,,,,,,sodium citrate,50,mg/5ml,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,E1926 (Act 101),877107009,,S1,Hoffmans Druppels 20ml DM                         ,Ether anaesthetic,2,ml/5ml,Drops,20,,9,2,2,13,1,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,31/26/0300,847909018,,S4,Hycamtin 5ml,Hyacamtin ,4,mg/4ml,Injections,4,,9140,1613,1505,12258,3064,2009/04/06,,,,
666,Pharmacare Ltd t/a Aspen,H/13.12/0172,842591001,D10AD,S3,Ilotycin-A,Tretinoin,0,%,Gel,20,,34,6,6,46,2,2009/10/06,,,,
666,Pharmacare Ltd t/a Aspen,G2968 (Act 101),800155017,H02AB,S4,Lenisolone,Prednisolone,5,mg,TAB,1000,,185,33,30,248,0,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,35/7.3/0400,707453001,,,Menograine,Clonidine HCl,25,mcg,Drops,5,,25,4,4,34,7,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,E0577 (Act 101),743348028,,S5,Millerspas,Atropine sulphate  ,0,mg,TAB,5000,,247,44,41,332,0,2009/02/02,,,,
,,,,,,,hyoscine HBr,0,mg,,,,,,,,,,,,,
,,,,,,,hyoscine sulphate,0,mg,,,,,,,,,,,,,
,,,,,,,phenobarbitone,15,mg,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,,744212006,,S4,Mitomycin-C,Mitomycin,2,mg,Injections,1,,106,19,17,142,142,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,,744220009,,S4,Mitomycin-C,Mitomycin,10,mg,Injections,10,,463,82,76,621,62,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,L/10.1/0318,744816009,,S2,Mucospect,Carbocysteine,250,mg/5ml,Syrup,200,,17,3,3,22,0,2009/06/08,,,,
666,Pharmacare Ltd t/a Aspen,P/10.1/0186,744824001,,S2,Mucospect,Carbocysteine,375,mg,Capsules,30,,34,6,6,45,2,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,W/10.1/0216,781169003,,S2,Mucospect Paed,Carbocysteine,125,mg/5ml,Syrup,100,,17,3,3,23,0,2009/06/08,,,,
666,Pharmacare Ltd t/a Aspen,P/13.4.1/0112,745448003,D07AA,S2,Mylocort,Hydrocortisone Acetate,1,%,Ointment,25,,22,4,4,30,1,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,P/13.4.1/0093,745472001,D07AA,S2,Mylocort,Hydrocortisone Acetate,1,%,Cream,25,,22,4,4,30,1,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,Y/11.9/0073,796697019,A07DA,S2,Norimode,Loperamide HCI,2,mg,TAB,10,,3,0,0,3,0,2009/05/01,,,,
666,Pharmacare Ltd t/a Aspen,Y/11.9/0073,796697027,A07DA,S2,Norimode,Loperamide HCI 2mg,2,mg,TAB,120,,30,5,5,40,0,2009/05/01,,,,
666,Pharmacare Ltd t/a Aspen,G1028 (Act 101),769320007,,S2,Norstan - T.E.D,Theophylline Ethylenediamine,200,mg,TAB,1000,,215,38,35,289,0,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,G1027 (Act 101),769312004,,S2,Norstan - T.E.D ,Theophylline Ethylenediamine,100,mg,TAB,1000,,132,23,22,177,0,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,A39/5.4.1/0124,706712001,N04BD,S4,Parkilyne,Selegiline,5,mg,TAB,30,,177,31,29,238,8,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,A38/7.1.3/0640,708109001,C09AA,S3,Pharmapress,Enalapril,5,mg,TAB,30,,18,3,3,24,1,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,K/21.8.2/0289,825980003,,S4,Postoval 28's,Estradiol Valerate,2,mg,TAB,11,,90,16,15,120,4,2009/02/02,,,,
,,,,,,white,Norgestrel,1,mg,,10,,,,,,,,,,,
,,,,,,orange,Estradiol Valerate,2,mg,,,,,,,,,,,,,
,,,,,,red,placebo,,,,7,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,B1554 (Act 101),761141006,,S2,Robaxin,Methocarbamol,500,mg,TAB,50,,93,16,15,125,3,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,B1555 (Act 101),761168001,,S2,Robaxin,Methocarbamol,750,mg,TAB,50,,170,30,28,228,5,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,B1553 (Act 101),761184007,,S2,Robaxisal,Aspirin,325,mg,TAB,30,,47,8,8,63,2,2009/02/02,,,,
,,,,,,,methocarbamol,400,mg,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,J/5.4/0050,761206019,,S2,Robinul 1ml,Glycopyrrolate,0,mg/ml,INJ,10,,46,8,8,62,6,2009/10/06,,,,
,,,,,,,neostigmine methylsulphate,,,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,W/5.4/0129,761214003,,S2,Robinul 2ml,Glycopyrrolate,0,mg/ml,INJ,10,,93,16,15,124,6,2009/10/06,,,,
,,,,,,,neostigmine methylsulphate,,,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,28/10.2.2/0128,809284006,R05CA,S2,Solmucol,N-acetylcysteine,200,mg,Sachets,20,,65,11,11,87,4,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,28/10.2.2/0129,809292009,R05CA,S2,Solmucol,N-acetylcysteine,400,mg,Sachets,30,,112,20,18,150,5,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,28/10.2.2/0451,809306018,R05CA,S2,Solmucol,N-acetylcysteine,100,mg,Lozenges,24,,60,11,10,81,3,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,B1200 (Act 101),893927007,,S2,Stuipdruppels DM,Opium tincture,0,ml/5ml,Drops,1,,10,2,2,14,14,2009/02/02,,,,
,,,,,,,Valerian tincture,4,ml/5ml,,,,,,,,,,,,,
,,,,,,,Asafoetida tincture,0,ml/5ml,,,,,,,,,,,,,
,,,,,,,Ether,0,ml/5ml,,,,,,,,,,,,,
,,,,,,,Ethanol,56,%,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,B1201 (Act 101),847062007,,S2,Tandpyndruppels DM,Camphor,0,g/5ml,Drops,5,,8,1,1,11,2,2009/02/02,,,,
,,,,,,,camphorated spirits,1,ml/5ml,,,,,,,,,,,,,
,,,,,,,capsicum tincture,0,ml/5ml,,,,,,,,,,,,,
,,,,,,,catechu tincture,1,ml/5ml,,,,,,,,,,,,,
,,,,,,,chloroform,1,ml/5ml,,,,,,,,,,,,,
,,,,,,,chloroform spirit,1,ml/5ml,,,,,,,,,,,,,
,,,,,,,opium tincture,0,ml/5ml,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,N/10.1/0098,700238001,,S2,Theophen Co,Ammonium chloride,360,mg/15 ml,Syrup,200,,7,1,1,9,0,2009/06/08,,,,
,,,,,,,betahydroxyethyl theophylline,5,mg/15 ml,,,,,,,,,,,,,
,,,,,,,diphenpyraline HCl,4,mg/15 ml,,,,,,,,,,,,,
,,,,,,,theophylline,50,mg/15 ml,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,31/20.2.2/0072,839639007,,S1,Trimaze Cream ,Clotrimazole,10,mg/g,Cream,20,,8,1,1,11,1,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,N/18.8/0040,825832004,,S3,Triphasil 28's,ethinyl oestradiol,30,mg,TAB,6,,42,7,7,56,2,2009/02/02,,,,
,,,,,,brown,levonorgestrel,50,mg,,,,,,,,,,,,,
,,,,,,white,ethinyl oestradiol,40,mg ,,5,,,,,,,,,,,
,,,,,,,levonorgestrel,75,mg,,,,,,,,,,,,,
,,,,,,yelllow,ethinyl oestradiol,30,mg ,,10,,,,,,,,,,,
,,,,,,,levonorgestrel,125,mg,,,,,,,,,,,,,
,,,,,,red,placebo,,,,7,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,31/21.8.2/0023,834165007,,S4,Trivina 91's,oestradiol valerate,,mg,TAB,70,,233,41,38,313,3,2009/02/02,,,,
,,,,,,white,oestradiol valerate,2,mg,,14,,,,,,,,,,,
,,,,,,blue,methoxyprogesterone acetate,20,mg,,,,,,,,,,,,,
,,,,,,yellow,placebo,,,,7,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,B0774 (Act 101),778575004,,S7,Wellconal,Dipipanone,10,mg,TAB,50,,178,31,29,238,5,2009/02/02,,,,
,,,,,,,cyclizine,30,mg,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,28/12/0281,810533006,,S1,Wormgo ,Mebendazole,100,mg,TAB,6,,5,1,1,6,1,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,NX/34/156,788740008,,S2,Parvolex 10ml,N-acetylcysteine,200,mg/ml,INJ,10,,1820,321,300,2441,244,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,,757918018,,S1,Protamine Sulphate,Protamine Sulphate,,,INJ,10,,396,70,65,531,53,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,H2412(ACT101.1965,778141004,,S1,Lennon vitamin b complex,thiamine hydrochloride,10,mg,INJ,10,,34,6,6,45,5,2009/02/02,,,,
,,,,,,,riboflavine ,2,mg,,,,,,,,,,,,,
,,,,,,,Nicothiamine,100,mg,,,,,,,,,,,,,
,,,,,,,Pyridoxine hydrochloride,5,mg,,,,,,,,,,,,,
,,,,,,,D-panthenol,5,mg,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,42/6.2/0035,711183001,C01BD,S4,AMIOTACH,Amiodarone HCL,50,mg/ml,INJ,,,495,87,82,664,66,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,32/20.2.3/0371,702844001,J04AB,S4,R-Cin ,Rifampacin,100,mg/5ml,SUS,180,,97,17,16,130,1,2009/03/12,,,,
666,Pharmacare Ltd t/a Aspen,X/5.8/0009,703853001,,S2,Acuflu P Syrup A/F,Triprodlidine hcI ,,mg/5ml,SYR,100,,11,2,2,14,0,2009/03/12,,,,
,,,,,,,pseudoephedrine HCI ,15,mg/5ml,,,,,,,,,,,,,
,,,,,,,paracetamol ,125,mg/5ml,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,A39/7.1/0119,708142001,C08CA,S3,Almadin Tabs 10mg 30's,Amlodipine,10,mg,TAB,30,,67,12,11,90,3,2009/03/12,,,,
666,Pharmacare Ltd t/a Aspen,A39/7.1/0121,708141001,C08CA,S3,Almadin Tabs 5mg 30's,Amlodipine,5,mg,TAB,30,,43,8,7,58,2,2009/03/12,,,,
666,Pharmacare Ltd t/a Aspen,42/20.2.8/0026,710019001,J05AG,S4,Aspen Efavirenz                   ,Efavirenz ,600,mg,TAB,30,,115,20,19,155,5,2009/03/12,,,,
666,Pharmacare Ltd t/a Aspen,41/1.2/0142,709692001,N06AX,S5,Aspen Mirtazapine 15mg Tabs 30's                  ,Mirtazapine ,15,mg,TAB,30,,144,25,24,193,6,2009/03/12,,,,
666,Pharmacare Ltd t/a Aspen,41/1.2/0143,709693001,N06AX,S5,Aspen Mirtazapine 30mg Tabs 30's                  ,Mirtazapine ,30,mg,TAB,30,,221,39,36,297,10,2009/03/12,,,,
666,Pharmacare Ltd t/a Aspen,A38/13.4.1/0668,705444001,D07AC,S4,Aspen Mometasone Cream                  ,Mometasone,1,mg/g,CRM,20,,62,11,10,83,4,2009/03/12,,,,
666,Pharmacare Ltd t/a Aspen,31/20.2.8/0298,860581004,J05AB,S4,Cyclivex,Acyclovir ,400,mg,TAB,70,,151,27,25,203,3,2009/03/12,,,,
666,Pharmacare Ltd t/a Aspen,H/2.7/0047,707583002,N02BE,S1,Paracetamol Elixir SAD,Paracetamol,120,mg/5ml,Elixir,2500,,67,12,11,90,0,2009/03/12,,,,
666,Pharmacare Ltd t/a Aspen,A409/2.9/0220,708507001,N02AX,S5,Tramaspen 100mg,Tramadol,50,mg/ml,INJ,5,,42,7,7,57,11,2009/03/12,,,,
666,Pharmacare Ltd t/a Aspen,29/20.1.1/0090,812951018,,S4,Lorabid,Loracarbef anhydrous,200,mg,CAP,10,,119,21,20,160,16,2009/03/02,,,,
666,Pharmacare Ltd t/a Aspen,27/20.1.1/0092,830186018,,S4,Lorabid 100 P,Loracarbef anhydrous,100,mg/5ml,SUS,50,,77,14,13,103,2,2009/03/02,,,,
666,Pharmacare Ltd t/a Aspen,27/20.1.1/0093,830194002,,S4,Lorabid 200 P,Loracarbef anhydrous,200,mg/5ml,SUS,50,,124,22,20,166,3,2009/03/02,,,,
666,Pharmacare Ltd t/a Aspen,,713724005,S01AA,S4,Chloramex 3 5g  ,Chloramphenicol,10,mg,EYO,25,,149,26,25,200,8,2009/04/06,,,,
666,Pharmacare Ltd t/a Aspen,29/18.1/0663,825298008,C03CA,S3,A-L Furosemide 20mg/2ml 40mg          ,Furosemide,10,mg/ml,INJ,10,,23,4,4,30,3,2009/10/06,,,,
675,Pharmachemie,Z/26/0318,856207004,L01XA,S4,Abic Carboplatin 150 ,Carboplatin Solution,150,mg/15ml,INJ,15,,224,18,34,276,18,,,,,
675,Pharmachemie,Z/26/0319,856215007,L01XA,S4,Abic Carboplatin 450 ,Carboplatin Solution,450,mg/45ml,INJ,45,,603,49,91,744,17,,,,,
675,Pharmachemie,T/26/0059,782483004,L01BC,S4,Abic Fluorouracil 250mg ,5 Fluorouracil,250,mg,INJ,1,,12,1,2,14,14,,,,,
675,Pharmachemie,T/26/0060,782491007,L01BC,S4,Abic Fluorouracil 500mg ,5 Fluorouracil,500,mg,INJ,1,,22,2,3,27,27,,,,,
675,Pharmachemie,T/26/0221,753971003,L01CA,S4,Abic Vincristine 1mg,Vincristine Solution,1,mg/ml,INJ,1,,65,5,10,80,80,,,,,
675,Pharmachemie,W/26/0241,785202005,L01CA,S4,Abic Vincristine 2mg,Vincristine Solution,2,mg/2ml,INJ,2,,138,11,21,171,85,,,,,
675,Pharmachemie,Q/26/0154,782505007,L01XA,S4,Abiplatin 10mg ,Cisplatin Powder,10,mg,POR,1,,44,4,7,54,54,2009/07/25,,,,
675,Pharmachemie,U/26/0098,782513018,L01XA,S4,Abiplatin 50mg ,Cisplatin Powder,50,mg,POR,1,,219,18,33,270,270,2009/07/25,,,,
675,Pharmachemie,W/26/0386,701110001,L01BA,S4,Abitrexate 5000mg/50ml  Vial  ,Methotrexate Solution,5000,mg/50ml,INJ,50,,2036,165,308,2509,50,2009/07/25,,,,
675,Pharmachemie,T/26/0057,782564003,L01BA,S4,Abitrexate-1g 10ml ,Methotrexate Solution,1000,mg/10ml,INJ,10,,407,33,62,502,50,2009/07/25,,,,
